frames_mean,frames_median,frames_std,frames_min,frames_max,distance_mean,distance_median,distance_std,distance_min,distance_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max,wins_mean,wins_median,wins_std,wins_min,wins_max
478.1123595505618,368.0,277.3006091316238,132.0,1337.0,826.3258426966293,695.0,552.7846518804831,40.0,2146.0,225029.5293464538,127299.98804509349,258154.4079128547,1e-05,948049.9353327522,0.0,0.0,0.0,0.0,0.0
468.17977528089887,404.0,241.53691237655363,132.0,1310.0,786.7415730337078,695.0,510.8104274249547,40.0,2146.0,202862.2159961583,127086.76722320964,229554.22118637292,1e-05,948049.9353327522,0.0,0.0,0.0,0.0,0.0
441.6179775280899,364.0,244.06535805527827,132.0,1310.0,732.2134831460675,683.0,501.9306651592364,40.0,2146.0,182269.63205930602,123290.43837321512,231697.5852051931,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
416.3370786516854,366.0,209.1278273586167,132.0,1228.0,711.4719101123595,692.0,436.8001648836901,40.0,2146.0,165295.2776049745,125792.6885247052,186929.36581891117,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
442.53932584269666,372.0,235.69576925453993,132.0,1228.0,715.7415730337078,692.0,455.77624926632404,40.0,2146.0,168791.8005770107,126215.56191789363,198220.0096412576,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
457.438202247191,404.0,245.6407788793495,132.0,1228.0,728.6404494382023,690.0,483.99858963465726,40.0,2146.0,177721.26180491608,125792.6885247052,208902.45719610457,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
448.7977528089888,390.0,240.01119729381546,144.0,1228.0,708.5730337078652,436.0,511.8094555822321,40.0,2146.0,176196.39200219765,51492.89392051346,225657.9230286941,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
443.70786516853934,395.0,205.49355233315393,134.0,1228.0,683.7078651685393,693.0,417.671695227626,40.0,2146.0,152248.27786729892,126749.39472938843,172583.92360186225,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
493.2247191011236,411.0,236.31272143139978,136.0,1228.0,791.4606741573034,710.0,505.10804398061964,40.0,2146.0,203300.43460612008,127086.76722320964,210360.69428506,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
488.0,416.0,210.63350139546264,136.0,1228.0,802.5842696629213,699.0,477.3348248697714,40.0,2146.0,202689.9773753889,126802.47012485402,199140.71058680277,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
437.0449438202247,372.0,239.61705919801435,132.0,1228.0,745.2022471910112,693.0,462.7712124269723,40.0,2146.0,180323.8303074792,126177.71849143202,200200.68501192148,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
481.9438202247191,416.0,219.72405367911173,132.0,1228.0,828.7977528089888,722.0,431.9257421554348,40.0,2146.0,204745.1566203102,127424.52884335902,189225.73031919487,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
472.7865168539326,407.0,206.19280122952628,136.0,1228.0,796.9101123595506,722.0,437.415639133324,40.0,2146.0,194098.60354717323,128753.60268836335,185282.8217046119,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
443.29213483146066,372.0,217.6298890084368,136.0,1247.0,782.5280898876405,705.0,425.91577713317713,40.0,2147.0,187801.34441104124,128172.24151836275,182397.18471106846,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
471.30337078651684,446.0,216.5781590498032,132.0,1228.0,809.5168539325842,722.0,423.11846861132153,40.0,2146.0,196476.73683536312,127086.76722320964,179494.54942912384,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
499.65168539325845,520.0,227.62866968201607,132.0,1228.0,892.7415730337078,722.0,441.31449531745596,297.0,2146.0,230870.9482852162,128967.34059395506,196642.05936240446,28085.87265142897,952431.3769491403,0.0,0.0,0.0,0.0,0.0
554.1797752808989,592.0,200.26474397868532,136.0,1228.0,973.4494382022472,803.0,458.7776630054236,40.0,2146.0,266667.2826894844,159394.23408948607,199231.5250690513,1e-05,952431.3769491403,0.0,0.0,0.0,0.0,0.0
552.4269662921348,570.0,216.04430921105518,132.0,1228.0,1007.2921348314607,899.0,471.35509175398624,112.0,2146.0,283254.951900971,184727.41113462546,222436.43576885888,3261.916614345425,954361.5297249008,0.0,0.0,0.0,0.0,0.0
537.5505617977528,571.0,211.46274999279623,132.0,1191.0,1002.2584269662922,900.0,468.530562793595,40.0,2146.0,281614.13123339345,195206.99516551668,205534.5420408429,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
482.40449438202245,396.0,201.22220481382666,136.0,1191.0,932.4606741573034,723.0,467.46839239854535,40.0,2146.0,250704.47578995072,135079.9954625472,202969.93139030554,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
535.2808988764045,569.0,175.47873450751962,132.0,1191.0,1029.2247191011236,898.0,412.0649494133582,312.0,2146.0,284664.5330141368,194362.28634417898,191085.18096975284,31849.287446737995,954361.5297249008,0.0,0.0,0.0,0.0,0.0
553.5505617977528,582.0,166.01076256135096,142.0,1191.0,1031.1011235955057,900.0,408.70629120512405,40.0,2146.0,282336.2565360537,194362.28634417898,188907.52926808028,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
497.92134831460675,563.0,197.31223329894678,132.0,1191.0,934.4269662921348,724.0,466.22157744233493,40.0,2146.0,253126.09327128882,135367.3519009865,198284.93128142465,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
509.03370786516854,563.0,182.68007581489255,132.0,1191.0,912.0786516853933,722.0,416.43039600008643,300.0,2146.0,234888.9931593203,130703.55867304858,187141.194354514,29161.72071554751,954361.5297249008,0.0,0.0,0.0,0.0,0.0
524.1910112359551,571.0,185.84286442121143,142.0,1191.0,1001.8539325842696,899.0,455.77003738608886,40.0,2146.0,279824.0800195886,194362.28634417898,200313.22105780029,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
573.7528089887641,644.0,172.3485676884041,142.0,1191.0,1180.0449438202247,1434.0,435.0282416277832,118.0,2146.0,360522.15056095476,466762.3198428997,197403.21703443045,3376.8118399911446,954361.5297249008,0.0,0.0,0.0,0.0,0.0
554.056179775281,643.0,177.75898084428573,142.0,1191.0,1089.573033707865,1433.0,460.3884507293313,40.0,2146.0,320348.51685990585,464822.55517221923,204329.43394420107,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
553.0112359550562,603.0,172.92184987990427,132.0,1191.0,1049.4044943820224,1126.0,465.56575994560967,40.0,2146.0,302143.6295122717,300218.7090867011,208616.6222854608,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
583.2808988764045,658.0,175.25634443397638,166.0,1226.0,1154.370786516854,1433.0,437.90300557616615,40.0,2146.0,347371.9924439489,465623.41183849575,203516.58947504775,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
518.4157303370787,570.0,195.92344348651255,132.0,1191.0,990.2134831460675,900.0,485.4732076271797,40.0,2146.0,279967.0971544129,194362.28634417898,210220.83089039213,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
538.8314606741573,588.0,199.84939475329838,132.0,1191.0,1064.9662921348315,1127.0,485.6034922369985,40.0,2146.0,313622.20335231,301559.54391892574,210588.54537139053,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
555.4157303370787,611.0,182.73058752634992,132.0,1191.0,1084.573033707865,1128.0,455.05608711332115,40.0,2146.0,317050.4378183825,301924.9703202229,202797.59704493458,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
560.9325842696629,612.0,165.08219251809075,132.0,1191.0,1090.3258426966293,1126.0,415.6661845430832,308.0,2146.0,313063.4888078289,301235.59352074226,195831.855665682,30708.779615597083,954361.5297249008,0.0,0.0,0.0,0.0,0.0
529.0786516853933,573.0,191.14987500071453,132.0,1191.0,1023.0786516853933,900.0,444.8157609950919,40.0,2146.0,287311.3449396002,195206.99516551668,197906.31915107337,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
566.3932584269663,601.0,169.37569556074456,142.0,1191.0,1046.808988764045,1125.0,396.89106071629465,314.0,2146.0,289529.984901501,293742.184591293,185559.22675443825,31922.411523824427,954361.5297249008,0.0,0.0,0.0,0.0,0.0
530.3033707865169,570.0,190.59654455846402,132.0,1191.0,1034.6741573033707,1126.0,449.2193922415448,312.0,2146.0,293214.5589115765,300183.1651010422,202558.02290545686,31849.287446737995,954361.5297249008,0.0,0.0,0.0,0.0,0.0
561.1011235955057,645.0,173.0083484992066,132.0,1191.0,1105.9662921348315,1434.0,473.3499892752992,40.0,2146.0,330202.0218336606,466288.4151212523,211872.38527224568,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
568.9325842696629,643.0,178.5569369270828,132.0,1191.0,1102.6067415730338,1242.0,477.5374240991227,40.0,2146.0,329234.65490995557,359570.162240356,209063.44440514845,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
556.7303370786517,645.0,183.96517526117583,132.0,1191.0,1119.0898876404494,1433.0,469.3486196332878,40.0,2146.0,336061.74050969817,465723.84669234,209720.31050836985,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
559.7078651685393,611.0,173.94705395202462,132.0,1191.0,1088.5842696629213,1128.0,447.19195810413,312.0,2146.0,317341.5768683299,301385.3405300493,202979.48582753673,31849.287446737995,954361.5297249008,0.0,0.0,0.0,0.0,0.0
533.7752808988764,588.0,201.08904354516645,132.0,1191.0,1056.3370786516855,1126.0,489.6191123128544,40.0,2146.0,310197.60221976443,300716.0537471543,216873.43202500246,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
551.9325842696629,643.0,179.3714241864346,148.0,1191.0,1095.0786516853932,1433.0,491.79849314414963,40.0,2146.0,328933.30493665324,465801.4997597655,212095.3310643589,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
559.8314606741573,611.0,173.7018132003877,132.0,1191.0,1096.2134831460673,1126.0,460.06168301408815,40.0,2146.0,323091.1475339102,301235.59352074226,212353.6031207743,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
540.6629213483146,564.0,186.12898414146343,148.0,1191.0,1066.5393258426966,1126.0,497.44495615950746,40.0,2146.0,315958.16103191325,301235.59352074226,230067.70999219743,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
573.5955056179776,611.0,172.57076184849237,148.0,1191.0,1149.5505617977528,1127.0,462.0465955206992,301.0,2146.0,348962.24172643403,301235.59352074226,223175.52188741622,29295.9867940641,954361.5297249008,0.0,0.0,0.0,0.0,0.0
568.4494382022472,603.0,187.80530267584973,148.0,1191.0,1139.943820224719,1126.0,472.46140938777927,40.0,2146.0,346354.03728203394,301235.59352074226,218161.28966896198,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
581.5505617977528,600.0,190.94354782170714,132.0,1191.0,1120.2134831460673,1126.0,496.58140244717885,40.0,2146.0,339965.1521789675,300218.7090867011,240404.73116529617,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
556.4606741573034,561.0,178.04759218448189,148.0,1191.0,1072.8202247191011,1126.0,454.7720644478909,40.0,2146.0,310834.5501340725,300218.7090867011,220051.70930297478,1e-05,954361.5297249008,0.0,0.0,0.0,0.0,0.0
634.2247191011236,680.0,195.42501954808787,132.0,1194.0,1287.3258426966293,1522.0,478.12479625389557,312.0,2227.0,421358.7664688923,516869.06569504156,249540.82567704664,31849.287446737995,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
574.438202247191,611.0,219.46405377678343,132.0,1194.0,1143.0674157303372,1127.0,541.0579482091432,40.0,2227.0,359309.3512970689,300573.6880957999,268751.81531322916,1e-05,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
611.8876404494382,643.0,194.11414678501143,166.0,1194.0,1220.0898876404494,1128.0,515.9709215839707,301.0,2227.0,392487.73854344344,301235.59352074226,269331.5700601422,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
601.370786516854,643.0,217.9436780157246,132.0,1194.0,1225.438202247191,1433.0,528.486538581577,301.0,2227.0,397990.6656733619,465723.84669234,272261.5036335099,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
623.4044943820224,680.0,203.3905149038033,312.0,1194.0,1293.6404494382023,1434.0,500.50990285730103,435.0,2227.0,428763.15347396274,466762.3198428997,269916.97343016375,51088.95687985275,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
618.5505617977528,643.0,207.58850887401815,314.0,1194.0,1276.741573033708,1433.0,509.91771814962345,435.0,2227.0,421349.37182217336,466197.26894343045,270687.3613996378,51088.95687985275,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
660.4606741573034,680.0,198.68681561862405,148.0,1194.0,1372.2247191011236,1522.0,495.0850965966478,316.0,2227.0,471047.9314208307,518731.9884121599,266641.9662709753,32281.292821896022,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
656.6741573033707,680.0,215.78327533992226,132.0,1194.0,1370.3820224719102,1522.0,508.93677463481157,312.0,2227.0,472472.60384210775,518731.9884121599,272075.9229156665,31849.287446737995,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
638.7865168539325,644.0,236.5944461584765,132.0,1194.0,1272.8988764044943,1433.0,571.8784746552527,301.0,2227.0,430196.3822041616,459536.8225216654,298948.67826515314,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
679.629213483146,680.0,197.73307294263256,166.0,1194.0,1368.0674157303372,1522.0,516.9168928433319,301.0,2227.0,471772.6575197939,518299.4661161626,276293.34016253124,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
613.9775280898876,630.0,218.75259112574355,148.0,1194.0,1207.112359550562,901.0,538.5813958535897,301.0,2227.0,389499.8611194155,195206.99516551668,283357.09442285117,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
610.561797752809,643.0,233.09538747942614,132.0,1194.0,1218.2808988764045,1415.0,546.6891972585447,301.0,2227.0,397217.36600906885,455170.291238348,282190.60696841177,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
666.2921348314607,680.0,268.3515304050331,132.0,1194.0,1299.056179775281,1434.0,622.4019503946536,301.0,2227.0,453624.9501067511,465723.84669234,329434.17599049833,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
695.5505617977528,706.0,230.620804154077,148.0,1194.0,1375.561797752809,1522.0,574.6177225598894,301.0,2227.0,486162.8748811183,516552.47690596664,307604.9377807926,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
646.2022471910112,669.0,243.97325234565915,148.0,1194.0,1219.3033707865168,1127.0,575.3848620070222,316.0,2227.0,401534.46104115684,300716.0537471543,308618.2165182332,32281.292821896022,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
622.2359550561798,583.0,263.38053055564535,132.0,1194.0,1160.0112359550562,724.0,583.8640270824573,312.0,2227.0,373437.1690089378,135367.3519009865,311240.70454845414,31849.287446737995,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
659.123595505618,611.0,249.33758624636243,148.0,1194.0,1247.370786516854,1126.0,596.0129020174744,301.0,2227.0,420050.0855665387,300218.7090867011,321590.10334333224,29295.9867940641,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
638.7415730337078,611.0,264.89088396265043,132.0,1194.0,1229.1011235955057,900.0,603.5799946972543,312.0,2227.0,412554.483941126,194362.28634417898,324049.6977745849,31849.287446737995,1021826.6895237452,0.0,0.0,0.0,0.0,0.0
635.0,611.0,275.42074044934037,132.0,1198.0,1224.7752808988764,1126.0,610.9993794073421,300.0,2355.0,411901.71136601764,298809.3016647729,328759.52484519297,27296.156034804702,1133909.3794312582,0.0,0.0,0.0,0.0,0.0
614.9775280898876,611.0,259.73469513055784,132.0,1198.0,1173.4943820224719,900.0,573.8431669938371,301.0,2355.0,378623.68783872726,194362.28634417898,304252.11706522363,29295.9867940641,1133909.3794312582,0.0,0.0,0.0,0.0,0.0
673.6067415730337,706.0,268.8810195071054,132.0,1282.0,1340.887640449438,1522.0,566.0742087811823,301.0,2355.0,465365.8907547986,518731.9884121599,295407.7299704967,29295.9867940641,1133909.3794312582,0.0,0.0,0.0,0.0,0.0
716.8089887640449,706.0,274.9797899174089,132.0,1463.0,1387.314606741573,1522.0,582.7227566647433,312.0,2355.0,493183.5147742522,518299.4661161626,319112.61865557334,31849.287446737995,1133909.3794312582,0.0,0.0,0.0,0.0,0.0
