frames_mean,frames_median,frames_std,frames_min,frames_max,distance_mean,distance_median,distance_std,distance_min,distance_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max,wins_mean,wins_median,wins_std,wins_min,wins_max
203.8,182.0,65.64876236457165,136.0,495.0,115.66666666666667,40.0,130.67814575428355,40.0,595.0,8470.493383636825,1e-05,16014.83511867675,1e-05,89846.28412437091,0.0,0.0,0.0,0.0,0.0
257.82022471910113,192.0,129.03100940748138,136.0,676.0,269.60674157303373,297.0,155.74176393377238,40.0,595.0,27056.083789023298,28085.87265142897,22815.704641617496,1e-05,90993.43800652545,0.0,0.0,0.0,0.0,0.0
332.12359550561797,363.0,145.66120613032834,138.0,681.0,390.0,350.0,155.80721305655086,40.0,898.0,47258.00783959753,32281.292821896022,31394.27180374415,1e-05,191693.87727977044,0.0,0.0,0.0,0.0,0.0
413.59550561797755,425.0,126.21942006788196,132.0,705.0,493.24719101123594,542.0,153.94711487229256,40.0,898.0,68818.04694946279,72190.13235659448,34034.74682141053,1e-05,191693.87727977044,0.0,0.0,0.0,0.0,0.0
444.9438202247191,462.0,120.1762151448009,152.0,833.0,555.4157303370787,594.0,139.5816227713299,40.0,898.0,83827.91720136265,89578.22514722905,32789.19571725077,1e-05,191693.87727977044,0.0,0.0,0.0,0.0,0.0
429.96629213483146,451.0,135.2145568785762,152.0,793.0,559.0449438202247,594.0,182.32794938275492,51.0,1140.0,88230.74739943673,90408.72396756991,45416.239394223914,82.26712428982046,298170.09789781563,0.0,0.0,0.0,0.0,0.0
467.02247191011236,463.0,141.85520213026294,146.0,806.0,612.8651685393259,594.0,214.3694275856484,61.0,1325.0,105091.47419714871,90211.33887770797,71564.30823069427,509.78514802214477,396475.97053050064,0.0,0.0,0.0,0.0,0.0
441.0112359550562,445.0,158.82012257402232,166.0,806.0,586.314606741573,594.0,254.33166859793855,40.0,1325.0,101856.7739600761,90929.02528749341,76554.28009274355,1e-05,396475.97053050064,0.0,0.0,0.0,0.0,0.0
465.7977528089888,484.0,164.7890841109967,158.0,808.0,622.943820224719,595.0,236.79970009995444,61.0,1411.0,110134.76025653546,90669.98168502894,77765.69644815783,509.78514802214477,450282.81688910426,0.0,0.0,0.0,0.0,0.0
419.7977528089888,431.0,171.91389141766834,134.0,785.0,550.0224719101124,594.0,265.8051993272428,40.0,1411.0,93453.2665887224,89138.0720519762,74426.41486990252,1e-05,450282.81688910426,0.0,0.0,0.0,0.0,0.0
451.7191011235955,484.0,168.55466147457923,154.0,799.0,578.4831460674158,595.0,286.053311302205,40.0,1413.0,102714.15894545632,89746.01390270611,85767.16982327563,1e-05,450282.81688910426,0.0,0.0,0.0,0.0,0.0
462.7303370786517,473.0,154.88072714659953,152.0,808.0,637.9325842696629,678.0,241.82405144983758,40.0,1430.0,115357.34723509042,121028.20972049989,82984.30431850634,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
450.4269662921348,441.0,145.45387219232234,150.0,848.0,585.5842696629213,595.0,255.3244602016728,40.0,1430.0,101506.03284904777,90506.95388679887,80975.8333952558,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
427.64044943820227,433.0,152.33760903955363,132.0,854.0,574.9775280898876,595.0,245.50598873805345,40.0,1430.0,97897.05044485642,90343.06577360877,75822.48085578892,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
431.6179775280899,418.0,135.6106046048865,158.0,806.0,600.8988764044943,678.0,228.13208498802777,40.0,1430.0,104087.691147977,121351.20349937458,65941.66510606058,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
406.8988764044944,418.0,155.9965459819162,132.0,860.0,575.3370786516854,595.0,244.47990858928523,40.0,1430.0,98681.91791127641,90896.76656931291,73947.67702753337,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
415.13483146067415,433.0,143.64126594106364,132.0,788.0,564.9101123595506,595.0,246.8286327448337,40.0,1430.0,95850.06321429407,90767.38351712497,69488.99820890331,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
405.91011235955057,406.0,147.42361499193657,132.0,772.0,565.0674157303371,595.0,242.650430475974,40.0,1430.0,95627.16912588869,90474.24494457476,73010.04583981601,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
427.55056179775283,434.0,132.20753273988413,132.0,772.0,611.5505617977528,681.0,205.18076498519324,40.0,1430.0,105363.0498903037,121139.33964506691,59073.63891862913,1e-05,459244.886574575,0.0,0.0,0.0,0.0,0.0
429.6741573033708,418.0,142.29639704874438,132.0,794.0,663.1910112359551,693.0,234.9855303412615,271.0,1530.0,123641.5420209275,125135.8924411061,88136.9199291178,22546.654272212087,520189.8512163266,0.0,0.0,0.0,0.0,0.0
413.2696629213483,388.0,132.04729864583243,132.0,794.0,630.6516853932584,722.0,230.12835212597258,61.0,1530.0,113680.31519025298,125644.80085825661,75117.6826246839,509.78514802214477,520189.8512163266,0.0,0.0,0.0,0.0,0.0
446.4269662921348,459.0,124.75160827500828,132.0,794.0,690.7977528089888,722.0,227.94865279171287,296.0,1530.0,131596.61876861702,129356.22828921153,85116.86533499708,27356.612161781435,520189.8512163266,0.0,0.0,0.0,0.0,0.0
