frames_mean,frames_median,frames_std,frames_min,frames_max,distance_mean,distance_median,distance_std,distance_min,distance_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max,wins_mean,wins_median,wins_std,wins_min,wins_max
215.44444444444446,182.0,82.35493793616224,140.0,579.0,98.67777777777778,40.0,123.29457298841282,40.0,595.0,6273.500902803332,1e-05,15444.778005080565,1e-05,86927.19837454049,0.0,0.0,0.0,0.0,0.0
253.02247191011236,192.0,104.3390085658111,132.0,579.0,242.8426966292135,286.0,180.80182824945706,40.0,724.0,25443.63580974938,26395.2856558577,29055.12098165048,1e-05,131040.97395664066,0.0,0.0,0.0,0.0,0.0
337.9325842696629,363.0,108.51052843370546,132.0,507.0,429.3820224719101,436.0,155.07602380753303,40.0,724.0,55771.176102591635,51030.63023057584,35312.416977661574,1e-05,135481.19375034998,0.0,0.0,0.0,0.0,0.0
338.6179775280899,363.0,76.14910058237794,132.0,504.0,469.8314606741573,436.0,178.35882504350644,74.0,724.0,67232.60867625054,51492.89392051346,41099.80900176483,1027.357256549169,135650.76623889458,0.0,0.0,0.0,0.0,0.0
364.60674157303373,363.0,98.02322792572257,132.0,718.0,563.0112359550562,671.0,156.1366078893464,118.0,724.0,89488.34893255087,111664.15118381378,40559.12670420672,3376.8118399911446,135706.97120187155,0.0,0.0,0.0,0.0,0.0
385.34831460674155,363.0,100.53308484695395,148.0,550.0,598.0224719101124,681.0,171.68471086398887,110.0,724.0,100230.99007977024,122890.03382087345,41312.33023836108,2789.5900147747225,135706.97120187155,0.0,0.0,0.0,0.0,0.0
401.23595505617976,375.0,90.87737415990972,150.0,664.0,643.5955056179776,722.0,136.62354733963576,118.0,899.0,111592.32442216521,130805.13311642795,35794.628111038066,3376.8118399911446,193198.4218676569,0.0,0.0,0.0,0.0,0.0
385.12359550561797,352.0,109.91874631547942,148.0,642.0,636.4943820224719,722.0,167.2612249870503,118.0,900.0,111588.14960431153,130465.39191162224,41345.922401362805,3376.8118399911446,193840.2374134237,0.0,0.0,0.0,0.0,0.0
356.9887640449438,352.0,105.01198373369536,148.0,625.0,588.314606741573,679.0,198.71172703391315,112.0,899.0,100353.455759878,122435.0430433101,46606.43311341385,3261.916614345425,193840.2374134237,0.0,0.0,0.0,0.0,0.0
375.6179775280899,352.0,98.23504324706283,148.0,625.0,624.1573033707865,683.0,163.68865341143697,118.0,899.0,107794.30385960358,123397.09652820133,40044.600715466455,3376.8118399911446,193840.2374134237,0.0,0.0,0.0,0.0,0.0
366.2022471910112,352.0,97.70250416848499,148.0,625.0,614.8539325842696,681.0,156.44696488463248,118.0,899.0,104632.59734188627,122890.03382087345,40329.715402498594,3376.8118399911446,193840.2374134237,0.0,0.0,0.0,0.0,0.0
364.87640449438203,352.0,100.32036550664549,148.0,625.0,579.8988764044943,679.0,204.33757291942837,118.0,899.0,98048.03226434151,122435.0430433101,47982.70195622772,3376.8118399911446,193840.2374134237,0.0,0.0,0.0,0.0,0.0
363.7191011235955,352.0,78.24134209403087,148.0,625.0,617.0898876404494,722.0,177.87368579974773,118.0,899.0,107124.20942297147,131007.3826645171,43219.35754040562,3376.8118399911446,193840.2374134237,0.0,0.0,0.0,0.0,0.0
372.2134831460674,352.0,92.90317200594697,144.0,625.0,636.9662921348314,722.0,162.69019634684608,112.0,899.0,111816.4769654293,135137.77952590756,41372.63517011143,2994.590950885311,195999.67036260848,0.0,0.0,0.0,0.0,0.0
358.65168539325845,352.0,107.93944423034127,134.0,738.0,610.9550561797753,722.0,185.3158803452713,118.0,899.0,105841.5498403977,131208.42713287118,46880.705870131904,3376.8118399911446,195999.67036260848,0.0,0.0,0.0,0.0,0.0
